Order ID,Order Date,Category,Sub-Category,Product Name,Region,Customer Segment,Quantity,Discount,Sales,Profit
ORD-10280,2023-04-25 00:00:00,Office Supplies,Envelopes,Mailing Envelopes,West,Consumer,3.0,0.0,73.06,24.91
ORD-13072,2023-12-17 00:00:00,Technology,Machines,Calculator,Central,Consumer,2.0,0.0,942.22,49.85
ORD-12779,2024-05-22 00:00:00,Furniture,Chairs,Folding Chair,North,Consumer,8.0,0.0,1817.61,126.32
ORD-16498,2023-06-12,Furniture,Bookcases,Metal Shelving Unit,North,Consumer,11.0,0.0,2425.83,-359.94
ORD-18448,2021-05-26,Technology,Phones,Smartphone X200,East,Consumer,3.0,0.15,5288.08,1329.08
ORD-15230,2022-07-24 00:00:00,Office Supplies,Envelopes,Mailing Envelopes,West,Home Office,11.0,0.2,654.84,36.28
ORD-14565,2023-03-20 00:00:00,Office Supplies,Storage,File Cabinet,East,Consumer,10.0,0.15,1170.4,271.42
ORD-11129,2024-09-03,Technology,Copiers,Desktop Copier,North,Corporate,9.0,0.15,1388.07,87.6
ORD-14356,2021-11-13,Furniture,Furnishings,Filing Tray,North,Consumer,2.0,0.1,1716.64,
ORD-12823,2021-04-11 00:00:00,Furniture,Bookcases,Oak Bookcase,West,Consumer,1.0,0.0,679.74,117.43
ORD-18772,2021-06-07 00:00:00,Office Supplies,Envelopes,Security Envelopes,East,Corporate,5.0,0.0,181.1,34.96
ORD-17350,2023-01-01,Furniture,Furnishings,Picture Frame,East,Consumer,10.0,0.0,6570.64,-761.74
ORD-11702,2023-06-26 00:00:00,Office Supplies,Storage,Plastic Bin,East,Consumer,12.0,0.0,928.01,62.87
ORD-16561,2023-05-25 00:00:00,Technology,Accessories,Keyboard,NORTH,Consumer,3.0,0.0,2000.99,416.46
ORD-11387,2023-08-08 00:00:00,Office Supplies,Labels,Shipping Labels,,Consumer,4.0,0.2,,113.96
ORD-14276,2021-08-03,Office Supplies,Envelopes,Mailing Envelopes,West,Consumer,10.0,0.3,284.61,22.14
ORD-18630,2021-06-24 00:00:00,Technology,Copiers,Heavy Duty Copier,,Home Office,7.0,0.2,7529.96,2238.86
ORD-17632,2023-04-07 00:00:00,Office Supplies,Envelopes,Mailing Envelopes,North,Home Office,7.0,0.15,97.21,24.11
ORD-14067,2021-08-12 00:00:00,Office Supplies,Art,Color Pencils,South,Consumer,4.0,0.15,514.8,110.25
ORD-10486,2023-10-08,Furniture,Furnishings,Desk Lamp,East,,1.0,0.2,727.16,8.52
ORD-15093,2021-01-03,Technology,Machines,Calculator,South,Consumer,13.0,0.0,4685.32,566.29
ORD-15568,2024-02-02,Technology,Accessories,USB Hub,East,Home Office,,0.1,9941.86,702.2
ORD-18497,2022-04-21 00:00:00,Office Supplies,Binders,3-Ring Binder,South,Corporate,,0.1,116.1,35.29
ORD-13743,2023-05-20 00:00:00,Furniture,Chairs,Executive Office Chair,North,Consumer,8.0,0.2,6392.35,855.27
ORD-13375,2024-03-22,Technology,Copiers,Heavy Duty Copier,East,Consumer,5.0,0.0,4144.93,1065.79
ORD-14527,2022-05-21 00:00:00,Technology,Copiers,Heavy Duty Copier,South,Home Office,4.0,0.2,5829.75,1196.41
ORD-17219,2024-09-10 00:00:00,Technology,Copiers,Heavy Duty Copier,Central,Corporate,7.0,0.0,2198.45,549.52
ORD-10569,2024-01-09,Office Supplies,Binders,3-Ring Binder,West,Corporate,9.0,0.3,279.07,33.74
ORD-11500,2023-11-12 00:00:00,Office Supplies,Binders,Heavy Duty Binder,South,Consumer,11.0,0.0,252.13,76.1
ORD-10087,2021-06-09,Office Supplies,Labels,Shipping Labels,Central,Corporate,9.0,0.0,904.7,174.61
ORD-13960,2022-09-05,Office Supplies,Envelopes,Security Envelopes,North,Home Office,2.0,0.0,93.94,17.02
ORD-17773,2022-04-27 00:00:00,Office Supplies,Art,Sketch Pad,South,Consumer,6.0,0.1,68.27,18.83
ORD-17067,2021-08-28 00:00:00,Office Supplies,Paper,Notebook Set,West,Consumer,9.0,0.15,248.0,73.74
ORD-15326,2022-09-29 00:00:00,Technology,Accessories,Wireless Mouse,Central,Consumer,7.0,0.15,6618.79,1273.02
ORD-12528,2023-07-11 00:00:00,Office Supplies,Paper,Copy Paper Ream,West,Consumer,10.0,0.2,195.91,15.03
ORD-14450,2021-08-15,Office Supplies,Binders,View Binder,Central,Corporate,10.0,0.1,795.64,77.28
ORD-11949,2023-09-27,Office Supplies,Labels,Address Labels,West,Corporate,12.0,0.2,1267.18,88.56
ORD-11825,2022-06-14 00:00:00,Office Supplies,Envelopes,Security Envelopes,Central,Consumer,2.0,0.0,30.69,6.93
ORD-14138,2022-10-30,Technology,Copiers,Heavy Duty Copier,Central,Home Office,13.0,0.0,13914.27,2518.42
ORD-18378,2021-06-19,Office Supplies,Binders,Heavy Duty Binder,West,Consumer,4.0,0.1,210.18,
ORD-16318,2022-05-19,Office Supplies,Storage,Plastic Bin,East,Consumer,5.0,0.0,151.84,41.16
ORD-17477,2023-04-19 00:00:00,Office Supplies,Art,Color Pencils,Central,Home Office,9.0,0.0,863.46,54.63
ORD-12266,2023-11-10,Furniture,Tables,Glass Table,South,Home Office,13.0,0.3,3304.75,541.16
ORD-16483,2021-03-24 00:00:00,Office Supplies,Paper,Notebook Set,SOUTH,Corporate,7.0,0.0,345.1,115.39
ORD-15758,2024-07-29,Furniture,Bookcases,Oak Bookcase,South,Corporate,11.0,0.0,3233.04,460.3
ORD-19340,2021-11-09, Furniture ,Chairs,Folding Chair,Central,Consumer,6.0,0.3,2714.84,-20.08
ORD-17950,2021-06-25,Technology,Accessories,Laptop Stand,East,Consumer,3.0,0.1,4793.67,1046.4
ORD-14017,2021-03-09 00:00:00,Office Supplies,Art,Marker Set,East,Consumer,10.0,0.1,946.57,242.9
ORD-17167,2024-07-12 00:00:00,Office Supplies,Binders,View Binder,East,Consumer,4.0,0.0,22.22,7.45
ORD-19559,2021-12-02 00:00:00,Furniture,Bookcases,Metal Shelving Unit,East,Consumer,1.0,0.0,743.64,-92.94
ORD-11783,2021-06-04,Technology,Machines,Laminator,CENTRAL,Home Office,10.0,0.0,6014.46,1187.78
ORD-15478,2021-07-03 00:00:00,Office Supplies,Labels,Address Labels,South,Corporate,9.0,0.0,63.82,8.67
ORD-14951,2022-01-10,Furniture,Furnishings,Desk Lamp,South,Consumer,6.0,0.0,4376.99,577.36
ORD-10264,2022-03-31 00:00:00,Technology,Accessories,USB Hub,South,Corporate,1.0,0.0,248.45,61.09
ORD-18955,2024-06-06,Office Supplies,Binders,View Binder,South,Corporate,6.0,0.3,202.56,14.99
ORD-14359,2023-05-23,Office Supplies,Art,Sketch Pad,Central,Corporate,3.0,0.0,296.46,88.81
ORD-11105,2024-10-10,Office Supplies,Art,Sketch Pad,North,Corporate,13.0,0.0,325.42,50.96
ORD-14582,2023-07-19,Furniture,Furnishings,Picture Frame,North,Home Office,13.0,0.1,928.65,65.48
ORD-16881,2023-12-26 00:00:00,Office Supplies,Storage,Storage Box,West,Corporate,11.0,0.3,1139.06,
ORD-11652,2023-01-13 00:00:00,Technology,Accessories,Laptop Stand,North,Consumer,7.0,0.1,4011.11,1073.06
ORD-15039,2024-07-15,Office Supplies,Storage,File Cabinet,West,Consumer,4.0,0.0,54.57,16.01
ORD-11584,2021-08-18 00:00:00,Office Supplies,Envelopes,Mailing Envelopes,North,Consumer,10.0,0.0,560.11,79.82
ORD-18121,2021-03-18 00:00:00,Technology,Copiers,Heavy Duty Copier,South,Consumer,2.0,0.0,2685.32,296.51
ORD-11374,2023-01-27,Furniture,Furnishings,Filing Tray,West,Corporate,11.0,0.0,,175.22
ORD-19500,2021-05-17 00:00:00,Office Supplies,Binders,3-Ring Binder,Central,Consumer,11.0,0.0,909.43,296.06
ORD-12428,2021-11-14,Technology,Phones,Smartphone Lite,South,Consumer,12.0,0.0,7129.73,338.19
ORD-17319,2021-10-14 00:00:00,Technology,Phones,Smartphone X200,North,Home Office,6.0,0.0,2532.12,102.8
ORD-13573,2023-04-25,Office Supplies,Storage,Storage Box,North,Home Office,3.0,0.0,226.79,61.69
ORD-19545,2023-02-01 00:00:00,Office Supplies,Envelopes,Security Envelopes,North,Home Office,12.0,0.1,255.28,86.54
ORD-16403,2023-07-30,Office Supplies,Storage,Storage Box,East,Corporate,9.0,0.3,671.96,85.09
ORD-10637,2024-12-11 00:00:00,Office Supplies,Binders,3-Ring Binder,Central,Corporate,,0.15,182.05,28.26
ORD-18898,2024-10-16,Office Supplies,Envelopes,Security Envelopes,North,Corporate,13.0,0.3,455.96,93.86
ORD-16182,2024-06-06 00:00:00,Office Supplies,Envelopes,Security Envelopes,South,Corporate,,0.0,46.59,4.88
ORD-16806,2024-10-02 00:00:00,Technology,Accessories,Keyboard,East,Consumer,4.0,0.0,3075.74,715.17
ORD-15822,2024-11-05 00:00:00,Office Supplies,Binders,View Binder,North,Home Office,,0.2,117.93,11.48
ORD-13687,2024-01-11 00:00:00,Furniture,Bookcases,Oak Bookcase,North,Home Office,13.0,0.15,4357.76,770.0
ORD-13622,2024-12-01,Office Supplies,Storage,File Cabinet,Central,Consumer,4.0,0.2,318.35,78.69
ORD-10841,2022-07-30,Technology,Machines,Label Printer,Central,Consumer,10.0,0.0,12187.48,471.69
ORD-12179,2024-01-12,Office Supplies,Labels,Shipping Labels,South,Consumer,5.0,0.2,313.63,85.67
ORD-19386,2023-11-16,Office Supplies,Labels,Address Labels,East,Corporate,6.0,0.2,50.96,7.85
ORD-17861,2023-06-10,Office Supplies,Envelopes,Mailing Envelopes,Central,Home Office,3.0,0.1,363.64,120.8
ORD-13618,2023-11-25 00:00:00,Office Supplies,Storage,File Cabinet,West,Consumer,4.0,0.0,307.03,105.89
ORD-12293,2023-04-23,Office Supplies,Storage,Plastic Bin,East,Home Office,2.0,0.3,60.21,20.03
ORD-17108,2021-10-22 00:00:00,Office Supplies,Art,Color Pencils,North,Home Office,11.0,0.3,555.1,134.86
ORD-12894,2024-12-14,Office Supplies,Labels,Shipping Labels,North,Home Office,10.0,0.15,717.74,117.44
ORD-19707,2023-09-08 00:00:00,Technology,Machines,Label Printer,North,Consumer,3.0,0.3,4191.5,121.34
ORD-11469,2021-08-22,Office Supplies,Binders,Heavy Duty Binder,West,Corporate,2.0,0.0,34.61,11.3
ORD-12819,2022-04-24 00:00:00, Furniture ,Furnishings,Desk Lamp,North,Consumer,10.0,0.1,5840.95,1090.99
ORD-11767,2022-06-14 00:00:00, Office Supplies ,Paper,Copy Paper Ream,Central,Consumer,3.0,0.3,232.45,56.95
ORD-15387,2024-01-14 00:00:00,Office Supplies,Storage,Plastic Bin,West,Corporate,13.0,0.15,1131.93,152.17
ORD-18495,2023-02-26,Office Supplies,Envelopes,Security Envelopes,Central,Consumer,5.0,0.1,473.74,78.27
ORD-12095,2024-08-06,Technology,Copiers,Heavy Duty Copier,East,Consumer,12.0,0.15,,4301.2
ORD-10565,2022-07-22,Office Supplies,Labels,Address Labels,East,Consumer,10.0,0.1,992.87,310.27
ORD-17305,2022-03-20 00:00:00,Office Supplies,Labels,Shipping Labels,West,Home Office,9.0,0.0,968.85,248.37
ORD-10118,2021-10-31,Office Supplies,Art,Color Pencils,East,Corporate,6.0,0.3,574.34,183.22
ORD-11062,2022-05-24 00:00:00,Office Supplies,Paper,Notebook Set,South,Consumer,,0.0,,156.22
ORD-16421,2022-05-08, Office Supplies ,Binders,View Binder,West,Home Office,13.0,0.3,,112.6
ORD-17141,2022-09-28 00:00:00,Office Supplies,Storage,File Cabinet,West,Corporate,1.0,0.3,5.44,0.36
ORD-19213,2021-04-25,Technology,Phones,Smartphone X200,West,Corporate,4.0,0.0,1066.68,92.03
ORD-10254,2021-11-01,Office Supplies,Paper,Copy Paper Ream,Central,Corporate,1.0,0.2,91.96,24.31
ORD-17144,2024-10-03,Office Supplies,Envelopes,Mailing Envelopes,East,Consumer,5.0,0.1,565.2,45.05
ORD-18348,2021-02-04 00:00:00,Office Supplies,Labels,Shipping Labels,North,Consumer,3.0,0.2,203.86,46.76
ORD-16842,2024-12-13,Furniture,Tables,Conference Table,West,Consumer,8.0,0.2,2389.97,222.75
ORD-11851,2021-07-14 00:00:00,Technology,Machines,Label Printer,North,Consumer,12.0,0.3,16218.79,1330.03
ORD-12931,2024-01-11,Technology,Copiers,Heavy Duty Copier,South,Corporate,3.0,0.0,654.96,101.3
ORD-14684,2024-09-12 00:00:00,Office Supplies,Envelopes,Mailing Envelopes,Central,Consumer,12.0,0.0,1459.62,330.78
ORD-16100,2021-12-12 00:00:00,Office Supplies,Envelopes,Mailing Envelopes,Central,Consumer,5.0,0.1,283.99,
ORD-14262,2021-04-22 00:00:00,Furniture,Tables,Conference Table,South,Consumer,6.0,0.2,4012.07,-560.83
ORD-16194,2023-08-26, Office Supplies ,Binders,Heavy Duty Binder,Central,Consumer,12.0,0.1,1104.79,264.16
ORD-12530,2024-06-21 00:00:00,Office Supplies,Labels,Shipping Labels,Central,Corporate,4.0,0.3,54.47,15.24
ORD-11610,2023-08-23 00:00:00,Technology,Accessories,USB Hub,Central,Consumer,7.0,0.15,11557.66,1902.03
ORD-18133,2023-11-07,Office Supplies,Storage,Plastic Bin,WEST,Corporate,4.0,0.1,268.59,40.76
ORD-11629,2024-03-08 00:00:00,Technology,Phones,Office Cordless Phone,North,Corporate,2.0,0.0,3219.08,199.45
ORD-19111,2022-07-28,Furniture,Tables,Round Side Table,Central,Consumer,5.0,0.3,1764.52,237.34
ORD-18389,2021-12-30 00:00:00,Office Supplies,Binders,3-Ring Binder,Central,,12.0,0.15,1051.87,338.04
ORD-10681,2024-08-24 00:00:00,Office Supplies,Labels,Address Labels,North,Consumer,2.0,0.3,60.8,6.93
ORD-10708,2022-10-20,Furniture,Tables,Glass Table,Central,Home Office,12.0,0.3,10708.36,352.76
ORD-15165,2021-07-23 00:00:00,Furniture,Bookcases,Oak Bookcase,West,Consumer,6.0,0.0,513.28,-65.65
ORD-15257,2024-06-15 00:00:00,Furniture,Bookcases,Metal Shelving Unit,Central,Consumer,8.0,0.0,1328.74,-161.4
ORD-17097,2023-05-17 00:00:00,Furniture,Furnishings,Filing Tray,Central,Consumer,1.0,0.0,237.75,10.84
ORD-12460,2023-04-03,Office Supplies,Labels,Address Labels,North,Home Office,10.0,0.0,285.9,82.87
ORD-13719,2024-12-04 00:00:00,Technology,Phones,Smartphone X200,Central,Consumer,12.0,0.0,8885.46,2556.2
ORD-12502,2022-10-28,Office Supplies,Envelopes,Mailing Envelopes,North,Consumer,12.0,0.0,807.97,238.24
ORD-11399,2024-07-28,Office Supplies,Labels,Address Labels,South,Corporate,8.0,0.0,527.68,80.54
ORD-12988,2022-07-09,Furniture,Furnishings,Picture Frame,South,Consumer,4.0,0.0,1099.08,-28.31
ORD-15073,2023-01-15 00:00:00,Technology,Accessories,Laptop Stand,Central,Consumer,,0.1,16784.26,1301.56
ORD-15142,2021-01-31,Office Supplies,Envelopes,Security Envelopes,East,Corporate,9.0,0.2,773.6,173.23
ORD-11546,2021-12-16 00:00:00,Technology,Machines,Laminator,EAST,Home Office,3.0,0.15,3318.97,317.79
ORD-10480,2022-09-04,Office Supplies,Paper,Sticky Notes Pack,Central,Consumer,7.0,0.15,297.92,22.92
ORD-18622,2022-05-30 00:00:00,Office Supplies,Labels,Address Labels,West,Consumer,5.0,0.0,120.36,
ORD-16927,2022-01-18,Office Supplies,Art,Sketch Pad,East,Consumer,11.0,0.0,556.21,191.66
ORD-14445,2023-04-29,Office Supplies,Binders,3-Ring Binder,East,Consumer,5.0,0.15,331.94,50.76
ORD-16879,2024-04-20 00:00:00,Office Supplies,Storage,File Cabinet,East,,2.0,0.0,210.54,28.12
ORD-17916,2021-09-25,Furniture,Tables,Glass Table,WEST,Corporate,9.0,0.1,2531.16,
ORD-18760,2021-06-19,Furniture,Bookcases,Oak Bookcase,East,Consumer,9.0,0.0,3690.43,3025.7400000000002
ORD-16719,2021-06-13 00:00:00,Office Supplies,Labels,Address Labels,East,Consumer,7.0,0.0,359.44,64.15
ORD-12080,2022-06-14 00:00:00,Office Supplies,Art,Color Pencils,East,Consumer,12.0,0.3,1300.58,100.97
ORD-17338,2021-04-16,Office Supplies,Paper,Sticky Notes Pack,Central,,5.0,0.0,158.87,53.63
ORD-16601,2022-07-02 00:00:00,Office Supplies,Binders,Heavy Duty Binder,West,Consumer,8.0,0.0,252.1,63.4
ORD-15239,2023-03-01 00:00:00,Office Supplies,Binders,View Binder,East,Consumer,9.0,0.2,868.99,56.96
ORD-12536,2021-09-23,Technology,Accessories,Wireless Mouse,East,Consumer,11.0,0.1,9386.14,983.66
ORD-12469,2023-08-29 00:00:00,Office Supplies,Paper,Notebook Set,East,Home Office,12.0,0.15,1310.82,250.0
ORD-12665,2023-05-03 00:00:00,Office Supplies,Storage,File Cabinet,East,Corporate,7.0,0.15,58.67,9.16
ORD-10873,2022-08-26 00:00:00,Office Supplies,Labels,Address Labels,West,Consumer,5.0,0.0,51.83,3.48
ORD-10356,2024-05-14,Office Supplies,Labels,Address Labels,North,Consumer,4.0,0.0,85.64,9.6
ORD-18860,2021-07-08 00:00:00,Office Supplies,Paper,Notebook Set,West,Consumer,1.0,0.15,22.71,1.48
ORD-11323,2021-11-30 00:00:00,Technology,Phones,Smartphone Lite,West,Corporate,10.0,0.1,15090.41,3500.89
ORD-12205,2024-01-09 00:00:00,Office Supplies,Paper,Copy Paper Ream,South,Consumer,10.0,0.1,824.14,192.06
ORD-14461,2023-12-19 00:00:00,Office Supplies,Storage,Plastic Bin,West,Consumer,12.0,0.0,1164.06,289.45
ORD-19304,2021-03-02 00:00:00,Furniture,Chairs,Folding Chair,Central,Corporate,1.0,0.0,118.95,-2.52
ORD-12534,2023-01-23 00:00:00,Office Supplies,Envelopes,Security Envelopes,,Corporate,8.0,0.15,726.43,239.9
ORD-11815,2024-01-21 00:00:00,Technology,Machines,Calculator,NORTH,Consumer,12.0,0.2,21869.06,832.79
ORD-19607,2024-05-29,Office Supplies,Paper,Sticky Notes Pack,West,Consumer,6.0,0.3,543.0,28.52
ORD-16595,2024-04-19,Furniture,Tables,Conference Table,West,Home Office,2.0,0.0,345.46,10.3
ORD-17291,2024-12-05 00:00:00,Furniture,Tables,Conference Table,WEST,Corporate,3.0,0.15,,-141.92
ORD-15705,2024-03-23,Office Supplies,Binders,View Binder,,Corporate,11.0,0.0,1137.16,213.82
ORD-16643,2023-04-04 00:00:00,Office Supplies,Paper,Notebook Set,West,Consumer,9.0,0.0,310.95,
ORD-19306,2021-05-27 00:00:00,Office Supplies,Binders,3-Ring Binder,West,Consumer,12.0,0.2,1356.2,94.4
ORD-16428,2021-01-30 00:00:00,Office Supplies,Binders,View Binder,North,Consumer,10.0,0.15,791.07,59.87
ORD-10399,2024-02-06 00:00:00,Technology,Phones,Smartphone X200,West,Consumer,5.0,0.15,2819.44,183.17
ORD-10638,2024-12-10,Office Supplies,Storage,File Cabinet,East,Consumer,2.0,0.1,101.43,19.3
ORD-12118,2024-01-03,Furniture,Furnishings,Filing Tray,EAST,Corporate,7.0,0.2,5042.31,-710.93
ORD-19162,2024-10-29 00:00:00,Office Supplies,Storage,Plastic Bin,East,Home Office,5.0,0.15,524.89,57.41
ORD-18103,2022-04-25 00:00:00,Technology,Phones,Office Cordless Phone,East,Corporate,7.0,0.2,12542.02,2793.64
ORD-11261,2022-08-31,Furniture,Tables,Adjustable Desk,West,Consumer,6.0,0.0,5078.91,-184.31
ORD-19535,2023-02-19 00:00:00,Office Supplies,Labels,Shipping Labels,West,Consumer,13.0,0.3,545.5,28.44
ORD-14676,2023-03-11 00:00:00,Office Supplies,Labels,Shipping Labels,South,Consumer,10.0,0.2,321.42,69.23
ORD-12632,2022-12-13,Furniture,Chairs,Mesh Task Chair,South,Home Office,3.0,0.2,1218.0,108.61
ORD-19569,2022-12-28,Technology,Machines,Calculator,Central,Consumer,5.0,0.0,6288.6,704.25
ORD-12944,2022-01-02,Technology,Accessories,USB Hub,East,Consumer,3.0,0.2,277.91,49.77
ORD-17005,2023-10-29 00:00:00,Office Supplies,Paper,Copy Paper Ream,South,Consumer,12.0,0.0,747.03,43.41
ORD-10887,2024-06-05 00:00:00,Office Supplies,Envelopes,Mailing Envelopes,South,Consumer,12.0,0.15,1484.44,400.66
ORD-13139,2022-02-01 00:00:00,Furniture,Chairs,Folding Chair,South,Corporate,2.0,0.1,1452.75,39.4
ORD-16181,2024-10-08 00:00:00,Office Supplies,Labels,Shipping Labels,West,Home Office,6.0,0.2,49.48,11.18
ORD-10113,2021-05-09 00:00:00,Office Supplies,Labels,Shipping Labels,Central,Home Office,2.0,0.0,201.06,60.17
ORD-14357,2022-05-05 00:00:00,Furniture,Tables,Conference Table,North,Consumer,8.0,0.3,5207.37,-158.09
ORD-10267,2022-07-27 00:00:00,Office Supplies,Art,Color Pencils,East,Home Office,7.0,0.2,535.32,165.05
ORD-12881,2021-06-02,Furniture,Chairs,Mesh Task Chair,East,Corporate,8.0,0.15,,434.31
ORD-11499,2024-08-03 00:00:00,Office Supplies,Paper,Notebook Set,West,Consumer,6.0,0.2,147.67,43.11
ORD-11313,2023-12-09 00:00:00,Office Supplies,Labels,Shipping Labels,South,Corporate,10.0,0.0,316.76,94.72
ORD-12371,2021-08-10,Office Supplies,Envelopes,Mailing Envelopes,North,Consumer,12.0,0.2,869.06,215.49
ORD-13423,2023-03-02,Technology,Accessories,Laptop Stand,Central,Consumer,8.0,0.0,1408.3,57.27
ORD-16739,2023-06-22 00:00:00,Office Supplies,Art,Sketch Pad,South,Home Office,5.0,0.2,154.05,38.98
ORD-16085,2023-10-07 00:00:00,Office Supplies,Envelopes,Mailing Envelopes,North,Corporate,9.0,0.0,243.14,36.02
ORD-18787,2024-01-02 00:00:00,Technology,Machines,Calculator,Central,Consumer,11.0,0.3,17548.44,4036.85
ORD-15942,2021-03-23 00:00:00,Office Supplies,Binders,View Binder,East,Consumer,11.0,0.0,172.22,54.08
ORD-15919,2021-08-07,Furniture,Bookcases,Metal Shelving Unit,North,Corporate,9.0,0.0,2870.45,564.06
ORD-15795,2021-06-27 00:00:00,Technology,Machines,Label Printer,South,Consumer,5.0,0.0,4255.13,770.51
ORD-12566,2023-09-19 00:00:00,Office Supplies,Storage,Storage Box,East,Consumer,5.0,0.0,315.29,75.96
ORD-17148,2024-07-15,Furniture,Chairs,Executive Office Chair,South,Home Office,13.0,0.1,5053.6,293.51
ORD-13445,2022-07-11,Technology,Machines,Label Printer,South,Corporate,4.0,0.15,3562.23,160.73
ORD-10792,2022-07-14,Office Supplies,Binders,View Binder,North,Consumer,8.0,0.0,519.42,54.69
ORD-18252,2023-03-20 00:00:00,Office Supplies,Binders,3-Ring Binder,West,Corporate,1.0,0.0,55.89,19.28
ORD-12565,2021-04-03,Technology,Machines,Calculator,South,Consumer,11.0,0.0,16750.34,1910.28
ORD-12834,2023-04-30 00:00:00,Office Supplies,Envelopes,Security Envelopes,South,Corporate,3.0,0.3,199.55,16.61
ORD-16175,2023-02-19 00:00:00,Office Supplies,Paper,Notebook Set,West,Consumer,7.0,0.2,404.87,50.27
ORD-11589,2021-09-06,Office Supplies,Art,Sketch Pad,West,Home Office,2.0,0.0,115.11,33.37
ORD-17177,2021-02-20,Office Supplies,Storage,File Cabinet,East,Corporate,11.0,0.2,127.5,11.91
ORD-14740,2024-02-14,Office Supplies,Storage,Plastic Bin,South,Consumer,10.0,0.3,367.52,126.6
ORD-13806,2024-08-23 00:00:00,Furniture,Chairs,Folding Chair,Central,Corporate,12.0,0.0,2886.07,
ORD-11695,2024-10-06,Office Supplies,Storage,Plastic Bin,NORTH,Consumer,4.0,0.1,338.44,41.22
ORD-14147,2021-02-05 00:00:00,Office Supplies,Labels,Address Labels,West,Consumer,,0.1,297.19,16.47
ORD-17626,2023-01-02 00:00:00,Office Supplies,Binders,View Binder,South,Home Office,4.0,0.15,49.09,16.16
ORD-15920,2023-03-31 00:00:00,Office Supplies,Labels,Shipping Labels,West,Consumer,3.0,0.0,257.21,89.59
ORD-18406,2023-09-06,Office Supplies,Labels,Shipping Labels,East,Home Office,4.0,0.3,100.13,15.48
ORD-15854,2024-11-20 00:00:00,Technology,Phones,Office Cordless Phone,North,Consumer,2.0,0.0,2920.72,604.27
ORD-11778,2024-07-30,Office Supplies,Envelopes,Mailing Envelopes,West,Corporate,11.0,0.0,930.56,323.88
ORD-12055,2022-09-17 00:00:00,Office Supplies,Art,Marker Set,Central,Consumer,2.0,0.15,128.11,15.35
ORD-14770,2022-06-29,Technology,Copiers,Heavy Duty Copier,East,Corporate,5.0,0.0,1130.27,296.88
ORD-18329,2024-01-05,Office Supplies,Labels,Address Labels,North,Home Office,8.0,0.0,51.07,17.81
ORD-12196,2022-12-08 00:00:00,Office Supplies,Storage,Storage Box,South,Consumer,6.0,0.0,566.63,45.72
ORD-19684,2023-03-15,Office Supplies,Labels,Shipping Labels,Central,Consumer,6.0,0.1,756.28,38.7
ORD-16727,2023-07-23,Furniture,Bookcases,Metal Shelving Unit,WEST,Consumer,9.0,0.2,7655.87,-814.23
ORD-13187,2021-06-30 00:00:00,Furniture,Chairs,Ergo Recliner,West,Consumer,4.0,0.2,2765.54,80.28
ORD-11627,2023-07-28,Office Supplies,Art,Color Pencils,North,Consumer,6.0,0.0,482.73,26.89
ORD-11331,2024-09-25 00:00:00,Office Supplies,Envelopes,Mailing Envelopes,South,Corporate,3.0,0.3,314.67,90.19
ORD-12226,2024-07-08 00:00:00,Technology,Copiers,Heavy Duty Copier,East,Consumer,13.0,0.0,17710.04,733.42
ORD-19242,2021-09-17 00:00:00,Office Supplies,Labels,Shipping Labels,North,Home Office,5.0,0.15,103.96,6.14
ORD-17623,2024-12-30,Furniture,Furnishings,Desk Lamp,Central,Consumer,2.0,0.1,1077.2,99.24
ORD-14492,2024-02-16 00:00:00,Furniture,Chairs,Folding Chair,West,Corporate,8.0,0.2,6251.97,396.63
ORD-10278,2021-02-09 00:00:00,Office Supplies,Storage,Storage Box,South,Consumer,,0.1,522.43,89.88
ORD-16835,2024-11-17 00:00:00,Furniture,Bookcases,Corner Bookcase,CENTRAL,,1.0,0.0,557.87,-55.37
ORD-14146,2022-12-17 00:00:00,Office Supplies,Binders,Heavy Duty Binder,Central,Consumer,8.0,0.2,806.65,71.84
ORD-19573,2024-03-26 00:00:00,Office Supplies,Envelopes,Security Envelopes,North,Consumer,8.0,0.0,523.53,88.24
ORD-14518,2023-07-18,Furniture,Furnishings,Desk Lamp,East,Consumer,8.0,0.0,2430.84,235.23
ORD-17221,2023-04-07 00:00:00,Technology,Phones,Office Cordless Phone,South,Consumer,1.0,0.1,485.85,58.93
ORD-19169,2021-01-25,Furniture,Furnishings,Filing Tray,West,Consumer,1.0,0.3,475.88,-1.76
ORD-11728,2021-10-20 00:00:00,Office Supplies,Binders,3-Ring Binder,North,Consumer,11.0,0.3,1094.7,271.38
ORD-10661,2023-09-27,Technology,Phones,Smartphone X200,East,Consumer,2.0,0.0,657.13,64.78
ORD-14908,2024-07-24 00:00:00,Technology,Machines,Calculator,North,Consumer,10.0,0.0,10743.99,1633.21
ORD-17965,2021-01-10,Technology,Phones,Office Cordless Phone,Central,Consumer,6.0,0.0,7437.76,594.04
ORD-17805,2023-02-25,Technology,Phones,Office Cordless Phone,Central,Home Office,1.0,0.1,1492.61,405.94
ORD-14158,2024-02-28,Furniture,Furnishings,Filing Tray,West,Consumer,12.0,0.0,786.29,152.58
ORD-10434,2022-12-04 00:00:00,Office Supplies,Paper,Sticky Notes Pack,West,Corporate,10.0,0.0,610.47,87.6
ORD-11271,2022-03-23,Office Supplies,Binders,View Binder,South,Corporate,4.0,0.1,82.83,27.97
